"ankylosing-spondylitis",1,"readv2","N0450","Juvenile ankylosing spondylitis"
"ankylosing-spondylitis",1,"readv2","N045000","Juvenile ankylosing spondylitis"
"ankylosing-spondylitis",1,"readv2","N100.","Ankylosing spondylitis"
"ankylosing-spondylitis",1,"readv2","N100.00","Ankylosing spondylitis"
"chest-pain",1,"readv2","182..","Chest pain"
"chest-pain",1,"readv2","182..00","Chest pain"
"chest-pain",1,"readv2","1822.","Central chest pain"
"chest-pain",1,"readv2","1822.00","Central chest pain"
"chest-pain",1,"readv2","1823.","Precordial pain"
"chest-pain",1,"readv2","1823.00","Precordial pain"
"chest-pain",1,"readv2","1824.","Anterior chest wall pain"
"chest-pain",1,"readv2","1824.00","Anterior chest wall pain"
"chest-pain",1,"readv2","1825.","Pleuritic pain"
"chest-pain",1,"readv2","1825.00","Pleuritic pain"
"chest-pain",1,"readv2","1826.","Parasternal pain"
"chest-pain",1,"readv2","1826.00","Parasternal pain"
"chest-pain",1,"readv2","1828.","Atypical chest pain"
"chest-pain",1,"readv2","1828.00","Atypical chest pain"
"chest-pain",1,"readv2","1829.","Retrosternal pain"
"chest-pain",1,"readv2","1829.00","Retrosternal pain"
"chest-pain",1,"readv2","182A.","Chest pain on exertion"
"chest-pain",1,"readv2","182A.00","Chest pain on exertion"
"chest-pain",1,"readv2","182B0","Costal margin chest pain"
"chest-pain",1,"readv2","182B000","Costal margin chest pain"
"chest-pain",1,"readv2","182Z.","Chest pain NOS"
"chest-pain",1,"readv2","182Z.00","Chest pain NOS"
"chest-pain",1,"readv2","R065.","[D]Chest pain"
"chest-pain",1,"readv2","R065.00","[D]Chest pain"
"chest-pain",1,"readv2","R0651","[D]Precordial pain"
"chest-pain",1,"readv2","R065100","[D]Precordial pain"
"chest-pain",1,"readv2","R0652","[D]Anterior chest wall pain"
"chest-pain",1,"readv2","R065200","[D]Anterior chest wall pain"
"chest-pain",1,"readv2","R0653","[D]Painful respiration NOS"
"chest-pain",1,"readv2","R065300","[D]Painful respiration NOS"
"chest-pain",1,"readv2","R0654","[D]Pleuritic pain"
"chest-pain",1,"readv2","R065400","[D]Pleuritic pain"
"chest-pain",1,"readv2","R0655","[D]Pleurodynia"
"chest-pain",1,"readv2","R065500","[D]Pleurodynia"
"chest-pain",1,"readv2","R0656","[D]Chest discomfort"
"chest-pain",1,"readv2","R065600","[D]Chest discomfort"
"chest-pain",1,"readv2","R0657","[D]Chest pressure"
"chest-pain",1,"readv2","R065700","[D]Chest pressure"
"chest-pain",1,"readv2","R0658","[D]Chest tightness"
"chest-pain",1,"readv2","R065800","[D]Chest tightness"
"chest-pain",1,"readv2","R0659","[D]Parasternal chest pain"
"chest-pain",1,"readv2","R065900","[D]Parasternal chest pain"
"chest-pain",1,"readv2","R065A","[D]Musculoskeletal chest pain"
"chest-pain",1,"readv2","R065A00","[D]Musculoskeletal chest pain"
"chest-pain",1,"readv2","R065B","[D]Non-cardiac chest pain"
"chest-pain",1,"readv2","R065B00","[D]Non-cardiac chest pain"
"chest-pain",1,"readv2","R065z","[D]Chest pain NOS"
"chest-pain",1,"readv2","R065z00","[D]Chest pain NOS"
"chest-pain",1,"readv2","Ryu04","[X]Other chest pain"
"chest-pain",1,"readv2","Ryu0400","[X]Other chest pain"
"chronic-pain",1,"readv2","19690","Abdominal wall pain"
