prodcode	CodingSystem	productname	gemscriptcode
107	prodcode	Phenytoin 25mg capsule	65732020
202	prodcode	Phenobarbital 15mg/5ml elixir	55605020
209	prodcode	Primidone 250mg/5ml oral suspension	66215020
432	prodcode	Carbamazepine 100mg tablets	59758020
584	prodcode	Sodium valproate 200mg gastro-resistant tablets	69070020
596	prodcode	Carbamazepine 100mg/5ml oral suspension sugar free	60388020
652	prodcode	Carbamazepine 400mg tablets	59760020
660	prodcode	Gabapentin 100mg capsules	68252020
790	prodcode	Pregabalin 25mg capsules	88034020
795	prodcode	Topiramate 15mg capsules	80221020
819	prodcode	Pregabalin 75mg capsules	88038020
1157	prodcode	Primidone 250mg tablets	66214020
1158	prodcode	Carbamazepine 200mg tablets	59759020
1370	prodcode	Phenytoin 100mg capsule	65736020
1398	prodcode	Epanutin 100mg capsules (Pfizer Ltd)	54769020
1399	prodcode	Phenobarbital 60mg tablets	59037020
1550	prodcode	Sodium valproate 200mg/5ml oral solution	69212020
1559	prodcode	Clonazepam 500microgram tablets	61487020
1576	prodcode	Phenobarbital 30mg tablets	59036020
1584	prodcode	Gabapentin 300mg capsules	68253020
2062	prodcode	Phenytoin sodium 100mg tablets	55594020
2073	prodcode	Clonazepam 2mg tablets	61488020
2077	prodcode	TEGRETOL liq 100 MG/5ML LIQ	3520007
2079	prodcode	Lamotrigine 25mg tablets	66061020
2080	prodcode	Lamotrigine 50mg tablets	66059020
2081	prodcode	Lamotrigine 5mg dispersible tablets sugar free	75707020
2082	prodcode	Epilim 200mg/5ml liquid (Sanofi)	69797020
2085	prodcode	Tegretol 200mg tablets (Novartis Pharmaceuticals UK Ltd)	54570020
2128	prodcode	Phenytoin 50mg capsule	65733020
2388	prodcode	Carbamazepine 200mg modified-release tablets	72634020
2782	prodcode	Phenytoin sodium 50mg tablets	55593020
2821	prodcode	Vigabatrin 500mg tablets	71955020
2822	prodcode	Epilim ec 500mg Gastro-resistant tablet (Sanofi)	69792020
2823	prodcode	Tegretol retard 200mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd)	72792020
2824	prodcode	Tegretol retard 400mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd)	72793020
3068	prodcode	Phenytoin 300mg capsule	65738020
3107	prodcode	Epilim Chrono 500 tablets (Sanofi)	74925020
3108	prodcode	Ethosuximide 250mg capsules	60918020
3109	prodcode	CLOBAZAM 5 MG TAB	3839007
3110	prodcode	Clobazam 10mg capsules	61431020
3111	prodcode	Clobazam 10mg tablets	61432020
3225	prodcode	Phenobarbital sodium 30mg tablet	59573020
3350	prodcode	Sodium valproate 500mg gastro-resistant tablets	69071020
3446	prodcode	Zarontin 250mg capsules (Pfizer Ltd)	52336020
3569	prodcode	Carbamazepine 400mg modified-release tablets	72635020
3731	prodcode	Epilim ec 200mg Gastro-resistant tablet (Sanofi)	69791020
3733	prodcode	Epilim Chrono 300 tablets (Sanofi)	74924020
3734	prodcode	Epilim Chrono 200 tablets (Sanofi)	74923020
3845	prodcode	Sodium valproate 200mg/5ml oral solution sugar free	69211020
3881	prodcode	Epanutin 50mg capsules (Pfizer Ltd)	54768020
3882	prodcode	EPANUTIN + PHENOBARB CAP	5544007
3886	prodcode	Lamotrigine 200mg tablets	79266020
4066	prodcode	Tegretol 400mg tablets (Novartis Pharmaceuticals UK Ltd)	54571020
4175	prodcode	Epanutin 30mg/5ml oral suspension (Pfizer Ltd)	53429020
4195	prodcode	Epilim 100mg crushable tablets (Sanofi)	69793020
4456	prodcode	Mysoline 250mg Tablet (AstraZeneca UK Ltd)	50594020
4480	prodcode	PRIMIDONE 200 MG TAB	2050007
4483	prodcode	Clonazepam 2.5mg/ml drops sugar free	85907020
4490	prodcode	Phenytoin 30mg/5ml oral suspension	65737020
4495	prodcode	Epilim 200mg/5ml syrup (Sanofi)	69796020
4496	prodcode	Phenobarbital 100mg tablet	59040020
4502	prodcode	Sodium valproate 100mg tablets	69210020
4585	prodcode	Vigabatrin 500mg oral powder sachets sugar free	71956020
4586	prodcode	Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)	66211020
4781	prodcode	Gabapentin 400mg capsules	68254020
4913	prodcode	Tegretol 100mg/5ml liquid (Novartis Pharmaceuticals UK Ltd)	54576020
4982	prodcode	Carbamazepine 100mg chewable tablets sugar free	72800020
5076	prodcode	Lamotrigine 100mg tablets	66060020
5221	prodcode	Gabapentin 600mg tablets	52159020
5439	prodcode	Phenobarbital 15mg tablets	59035020
5449	prodcode	Oxcarbazepine 300mg tablets	78886020
5587	prodcode	Phenytoin sodium 50mg capsules	80748020
5617	prodcode	Convulex 300mg gastro-resistant capsules (Pfizer Ltd)	74587020
5658	prodcode	Lamotrigine 25mg dispersible tablets sugar free	75708020
5722	prodcode	Lamictal 100mg dispersible tablets (GlaxoSmithKline UK Ltd)	75677020
5791	prodcode	Ethosuximide 250mg/5ml oral solution	60919020
5830	prodcode	Topiramate 50mg capsules	85972020
5874	prodcode	Topiramate 25mg capsules	80222020
5907	prodcode	Lamotrigine 100mg dispersible tablets sugar free	75709020
5956	prodcode	Zarontin 250mg/5ml syrup (Essential Pharma Ltd)	52337020
5977	prodcode	Tegretol 100mg tablets (Novartis Pharmaceuticals UK Ltd)	54569020
5997	prodcode	Convulex 150mg gastro-resistant capsules (Pfizer Ltd)	74586020
6021	prodcode	Keppra 250mg tablets (UCB Pharma Ltd)	76726020
6022	prodcode	Levetiracetam 250mg tablets	84158020
6047	prodcode	Levetiracetam 1g tablets	84160020
6068	prodcode	Levetiracetam 500mg tablets	84159020
6304	prodcode	Neurontin 300mg capsules (Pfizer Ltd)	68258020
6409	prodcode	Lamotrigine 2mg dispersible tablets sugar free	79267020
6436	prodcode	Oxcarbazepine 600mg tablets	78887020
6504	prodcode	Phenytoin sodium 100mg capsules	80749020
6552	prodcode	Oxcarbazepine 150mg tablets	78885020
6560	prodcode	Sodium valproate 500mg modified-release tablets	81319020
6584	prodcode	Lyrica 75mg capsules (Pfizer Ltd)	88052020
6594	prodcode	Phenytoin sodium 300mg capsules	80756020
6624	prodcode	Phenytoin sodium 25mg capsules	80747020
6631	prodcode	Pregabalin 150mg capsules	88042020
6711	prodcode	Sodium valproate 300mg modified-release tablets	76811020
6820	prodcode	Topiramate 100mg tablets	80207020
6858	prodcode	Levetiracetam 100mg/ml oral solution sugar free	88458020
6936	prodcode	Pregabalin 50mg capsules	88036020
6949	prodcode	Pregabalin 200mg capsules	88044020
6999	prodcode	Pregabalin 100mg capsules	88040020
7005	prodcode	Pregabalin 300mg capsules	88046020
7011	prodcode	Sodium valproate with valproic acid 300mg modified release tablets	74929020
7020	prodcode	Trileptal 300mg tablets (Novartis Pharmaceuticals UK Ltd)	78882020
7021	prodcode	Trileptal 150mg tablets (Novartis Pharmaceuticals UK Ltd)	53158020
7022	prodcode	Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)	66209020
7023	prodcode	Lamictal 100mg tablets (GlaxoSmithKline UK Ltd)	66210020
7073	prodcode	Topiramate 50mg tablets	80206020
7108	prodcode	Topiramate 200mg tablets	80208020
7208	prodcode	Lyrica 100mg capsules (Pfizer Ltd)	88054020
7209	prodcode	Lyrica 50mg capsules (Pfizer Ltd)	88050020
7394	prodcode	Lyrica 200mg capsules (Pfizer Ltd)	88058020
7498	prodcode	Epanutin 25mg capsules (Pfizer Ltd)	54767020
7538	prodcode	Gabapentin 800mg tablets	52160020
7804	prodcode	PHENYTOIN SODIUM/ PHENOBARBITONE CAP	2103007
8029	prodcode	Rivotril 2mg tablets (Roche Products Ltd)	51412020
8452	prodcode	PHENYTOIN 150 MG SUS	5711007
8487	prodcode	Frisium 10mg Capsule (Aventis Pharma)	49555020
8885	prodcode	Orlept 500mg gastro-resistant tablets (Wockhardt UK Ltd)	75354020
9281	prodcode	Sodium valproate with valproic acid 200mg modified release tablets	74928020
9678	prodcode	Phenytoin 90mg/5ml oral solution sugar free	75314020
9823	prodcode	Topamax 25mg tablets (Janssen-Cilag Ltd)	80218020
9979	prodcode	Gabapentin 600mg tablets and Gabapentin 300mg capsules	81491020
10007	prodcode	Neurontin 100mg capsules (Pfizer Ltd)	68257020
10092	prodcode	Mysoline 250mg tablets (SERB)	88634020
10111	prodcode	Lamictal 200mg tablets (GlaxoSmithKline UK Ltd)	78980020
10189	prodcode	Lyrica 300mg capsules (Pfizer Ltd)	88060020
10247	prodcode	Keppra 500mg tablets (UCB Pharma Ltd)	76727020
10263	prodcode	Epanutin 300mg capsules (Pfizer Ltd)	57944020
10273	prodcode	Phenobarbital 50mg/5ml oral solution	55606020
10650	prodcode	Rivotril 500microgram tablets (Roche Products Ltd)	51411020
10694	prodcode	CLOBAZAM 2.5 MG CAP	2840007
10705	prodcode	Sabril 500mg tablets (Sanofi)	71960020
11075	prodcode	Sodium valproate with valproic acid 500mg modified release tablets	74930020
11237	prodcode	Topiramate 25mg tablets	80220020
11445	prodcode	Lamictal 25mg dispersible tablets (GlaxoSmithKline UK Ltd)	75676020
11696	prodcode	Carbamazepine 200mg chewable tablets sugar free	72801020
11715	prodcode	Levetiracetam 750mg tablets	88456020
11873	prodcode	Zonisamide 25mg capsules	89148020
12469	prodcode	Epanutin Ready-Mixed Parenteral 250mg/5ml solution for injection ampoules (Pfizer Ltd)	49253020
12821	prodcode	Topamax 15mg sprinkle capsules (Janssen-Cilag Ltd)	84894020
12880	prodcode	Tegretol 200mg Chewtabs (Novartis Pharmaceuticals UK Ltd)	72797020
12931	prodcode	Epimaz Retard 200mg tablets (IVAX Pharmaceuticals UK Ltd)	59550020
12932	prodcode	Epimaz 100mg tablets (IVAX Pharmaceuticals UK Ltd)	75210020
13112	prodcode	Carbagen SR 200mg tablets (Mylan)	77435020
13200	prodcode	Clonazepam 2mg/5ml oral solution sugar free	85909020
13524	prodcode	Tegretol 100mg Chewtabs (Novartis Pharmaceuticals UK Ltd)	72796020
13608	prodcode	Topamax 50mg tablets (Janssen-Cilag Ltd)	80202020
13825	prodcode	Tiagabine 5mg tablets	83729020
13828	prodcode	Tiagabine 15mg tablets	83731020
13890	prodcode	Topamax 200mg tablets (Janssen-Cilag Ltd)	80204020
14199	prodcode	Oxcarbazepine 60mg/ml oral suspension sugar free	78278020
14388	prodcode	Frisium 10mg tablets (Sanofi)	49556020
14743	prodcode	Clonazepam 500micrograms/5ml oral suspension	85908020
14762	prodcode	Phenobarbital 60mg/1ml solution for injection ampoules	73062020
14763	prodcode	Phenobarbital 200mg/1ml solution for injection ampoules	65656020
14857	prodcode	Phenytoin 50mg chewable tablets	65731020
15022	prodcode	Methylphenobarbital 200mg Tablet	64569020
15030	prodcode	Mysoline 250mg/5ml Oral suspension (AstraZeneca UK Ltd)	50595020
15082	prodcode	Tegretol 250mg suppositories (Essential Pharma Ltd)	75594020
15106	prodcode	PHENYTOIN 30 MG TAB	2102007
15126	prodcode	Lamictal 5mg dispersible tablets (GlaxoSmithKline UK Ltd)	75675020
15227	prodcode	Keppra 1g tablets (UCB Pharma Ltd)	76728020
15338	prodcode	Zonisamide 100mg capsules	89152020
15429	prodcode	CLOBAZAM 5 MG CAP	2838007
15650	prodcode	Valproic acid 300mg gastro-resistant capsules	74592020
15851	prodcode	Topamax 100mg tablets (Janssen-Cilag Ltd)	80203020
16021	prodcode	Valproic acid 500mg gastro-resistant capsules	74593020
16080	prodcode	Keppra 750mg tablets (UCB Pharma Ltd)	88460020
16149	prodcode	Lamotrigine 50mg dispersible tablets sugar free	90775020
16215	prodcode	Neurontin 400mg capsules (Pfizer Ltd)	68259020
16262	prodcode	Topamax 25mg sprinkle capsules (Janssen-Cilag Ltd)	84895020
16404	prodcode	Neurontin titration pack (Pfizer Ltd)	81493020
16442	prodcode	Tiagabine 10mg tablets	83730020
16509	prodcode	Lyrica 150mg capsules (Pfizer Ltd)	88056020
16542	prodcode	Lyrica 25mg capsules (Pfizer Ltd)	88048020
16609	prodcode	Sodium valproate 400mg powder and solvent for solution for injection vials	74140020
16782	prodcode	Vigabatrin 125mg capsules	71957020
17038	prodcode	Rivotril 2.5mg/1ml drops (Imported (Switzerland))	85911020
17054	prodcode	Clobazam 5mg/5ml oral suspension	90493020
17152	prodcode	Orlept 200mg gastro-resistant tablets (Wockhardt UK Ltd)	75353020
17177	prodcode	Epanutin Infatabs 50mg chewable tablets (Pfizer Ltd)	57945020
17428	prodcode	Carbamazepine 250mg suppositories	75598020
17429	prodcode	Carbamazepine 125mg suppositories	75597020
17564	prodcode	Neurontin 600mg tablets (Pfizer Ltd)	81488020
17637	prodcode	Clonazepam 500micrograms/5ml solution sugar free	89618020
17978	prodcode	Teril Retard 200mg tablets (Taro Pharmaceuticals (UK) Ltd)	83786020
17990	prodcode	Sabril 500mg oral powder sachets (Sanofi)	71961020
18011	prodcode	Teril Retard 400mg tablets (Taro Pharmaceuticals (UK) Ltd)	83787020
18077	prodcode	Topamax 50mg sprinkle capsules (Janssen-Cilag Ltd)	84896020
18211	prodcode	Gabapentin 250mg/5ml oral solution	89849020
18350	prodcode	CLOBAZAM 1 MG SUS	2841007
18457	prodcode	Phenobarbital 30mg/1ml solution for injection ampoules	73061020
18567	prodcode	Trileptal 600mg tablets (Novartis Pharmaceuticals UK Ltd)	84116020
18614	prodcode	Valproic acid 150mg gastro-resistant capsules	74591020
18672	prodcode	TIAGABINE	!8504171
18673	prodcode	TIAGABINE	!8504172
18674	prodcode	TIAGABINE	!8504170
18729	prodcode	Emeside 250mg/5ml Oral solution (Laboratories For Applied Biology Ltd)	49230020
18737	prodcode	Gabitril 5mg Tablet (Sanofi-Synthelabo Ltd)	83733020
18762	prodcode	Epimaz 200mg tablets (Teva UK Ltd)	75211020
18763	prodcode	Epimaz 400mg tablets (Teva UK Ltd)	75212020
18886	prodcode	Convulex 500mg gastro-resistant capsules (Pfizer Ltd)	74588020
18911	prodcode	Emeside 250mg capsules (Chemidex Pharma Ltd)	90597020
19024	prodcode	Prominal 200mg Tablet (Sanofi-Synthelabo Ltd)	54201020
