id	name	active	notes
708038006	Acute exacerbation of asthma (disorder)	y	direct mapping
370221004	Severe asthma (disorder)	y	direct mapping
185728001	Attends asthma monitoring (finding)	y	direct mapping
708373002	Emergency asthma patient visit since last encounter (situation)	y	direct mapping
185734008	Asthma monitoring call third letter (procedure)	y	direct mapping
772051000000106	Asthma limits activities most days (finding)	y	direct mapping
93432008	Drug-induced asthma (disorder)	y	direct mapping
1086701000000100	Life threatening acute exacerbation of allergic asthma (disorder)	y	direct mapping
390798007	Asthma finding (finding)	y	direct mapping
370218001	Mild asthma (disorder)	y	direct mapping
185737001	Asthma monitoring deleted (finding)	y	direct mapping
63088003	Extrinsic asthma without status asthmaticus (disorder)	y	direct mapping
161527007	History of asthma (situation)	y	direct mapping
443450003	Asthma control test (assessment scale)	y	direct mapping
708090002	Acute severe exacerbation of asthma (disorder)	y	direct mapping
401182001	Asthma monitoring by nurse (regime/therapy)	y	direct mapping
708093000	Acute exacerbation of immunoglobulin E-mediated allergic asthma (disorder)	y	direct mapping
959421000000105	Asthma monitoring short message service text message second invitation (procedure)	y	direct mapping
390940007	Asthma monitoring due (finding)	y	direct mapping
201051000000101	Asthma trigger - animal (finding)	y	direct mapping
201211000000107	Asthma trigger - emotion (finding)	y	direct mapping
405720007	Allergic bronchitis (disorder)	y	direct mapping
201031000000108	Asthma trigger - respiratory infection (finding)	y	direct mapping
201191000000108	Asthma trigger - cold air (finding)	y	direct mapping
170638008	Asthma not limiting activities (finding)	y	direct mapping
340911000000109	Asthma trigger - pollen (finding)	y	direct mapping
698509001	Under care of asthma specialist nurse (finding)	y	direct mapping
170657004	Asthma severely restricts exercise (finding)	y	direct mapping
366874008	Number of asthma exacerbations in past year (observable entity)	y	direct mapping
818161000000104	Asthma trigger - perfume (finding)	y	direct mapping
195977004	Mixed asthma (disorder)	y	direct mapping
275908000	Asthma monitoring (regime/therapy)	y	direct mapping
734905008	Moderate acute exacerbation of asthma (disorder)	y	direct mapping
928511000000107	Asthma monitoring invitation email (procedure)	y	direct mapping
370202007	Asthma causes daytime symptoms 1 to 2 times per month (finding)	y	direct mapping
390872009	Change in asthma management plan (regime/therapy)	y	direct mapping
182724005	Further asthma - drug prevention (regime/therapy)	y	direct mapping
170658009	Asthma never restricts exercise (finding)	y	direct mapping
34015007	Bakers' asthma (disorder)	y	direct mapping
170632009	Asthma causing night waking (finding)	y	direct mapping
10692761000119100	Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder)	y	direct mapping
183478001	Emergency hospital admission for asthma (procedure)	y	direct mapping
170656008	Asthma sometimes restricts exercise (finding)	y	direct mapping
400987003	Asthma trigger (observable entity)	y	direct mapping
340921000000103	Asthma trigger - tobacco smoke (finding)	y	direct mapping
711442001	Recent asthma management (situation)	y	direct mapping
185731000	Asthma monitoring call first letter (procedure)	y	direct mapping
57607007	Occupational asthma (disorder)	y	direct mapping
401135008	Asthma education (procedure)	y	direct mapping
445074007	Mini asthma quality of life questionnaire (assessment scale)	y	direct mapping
170642006	Asthma severity (regime/therapy)	y	direct mapping
771941000000102	Asthma causes symptoms most nights (finding)	y	direct mapping
370225008	Asthma treatment compliance unsatisfactory (finding)	y	direct mapping
281239006	Exacerbation of asthma (disorder)	y	direct mapping
370203002	Asthma causes daytime symptoms 1 to 2 times per week (finding)	y	direct mapping
233679003	Late onset asthma (disorder)	y	direct mapping
445531003	Asthma control questionnaire (assessment scale)	y	direct mapping
185732007	Asthma monitoring call second letter (procedure)	y	direct mapping
182728008	Asthma control step 2 (procedure)	y	direct mapping
170631002	Asthma disturbing sleep (finding)	y	direct mapping
233688007	Sulfite-induced asthma (disorder)	y	direct mapping
195967001	Asthma (disorder)	y	direct mapping
233687002	Colophony asthma (disorder)	y	direct mapping
308501009	Asthma monitoring status (finding)	y	direct mapping
182727003	Asthma control step 1 (procedure)	y	direct mapping
170636007	Asthma never disturbs sleep (finding)	y	direct mapping
734904007	Life threatening acute exacerbation of asthma (disorder)	y	direct mapping
270442000	Asthma monitoring check done (finding)	y	direct mapping
225057002	Brittle asthma (disorder)	y	direct mapping
810901000000102	Asthma self-management plan review (procedure)	y	direct mapping
867171000000106	No asthma trigger identified by subject (finding)	y	direct mapping
