"delirium",1,"2233.","O/E - delirious"
"delirium",1,"2233.00","O/E - delirious"
"delirium",1,"E0011","Presenile dementia with delirium"
"delirium",1,"E001100","Presenile dementia with delirium"
"delirium",1,"E003.","Senile dementia with delirium"
"delirium",1,"E003.00","Senile dementia with delirium"
"delirium",1,"E030.","Acute confusional state"
"delirium",1,"E030.00","Acute confusional state"
"delirium",1,"E030z","Acute confusional state NOS"
"delirium",1,"E030z00","Acute confusional state NOS"
"delirium",1,"E031.","Subacute confusional state"
"delirium",1,"E031.00","Subacute confusional state"
"delirium",1,"E031z","Subacute confusional state NOS"
"delirium",1,"E031z00","Subacute confusional state NOS"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu04.","[X]Acute / subacute brain syndrome"
"delirium",1,"Eu04.","[X]Acute / subacute organic reaction"
"delirium",1,"Eu040","[X]Delirium not superimposed on dementia so described"
"delirium",1,"Eu04000","[X]Delirium not superimposed on dementia so described"
"delirium",1,"Eu041","[X]Delirium superimposed on dementia"
"delirium",1,"Eu04100","[X]Delirium superimposed on dementia"
"delirium",1,"Eu04y","[X]Other delirium"
"delirium",1,"Eu04y00","[X]Other delirium"
"delirium",1,"Eu04z","[X]Delirium unspecified"
"delirium",1,"Eu04z00","[X]Delirium unspecified"
"fracture",1,"72061","Open reduction of fracture of orbit"
"fracture",1,"7206100","Open reduction of fracture of orbit"
"fracture",1,"72062","Removal of fixation from fracture of orbit"
"fracture",1,"7206200","Removal of fixation from fracture of orbit"
"fracture",1,"72064","Open reduction of fracture of orbit and internal fixation"
"fracture",1,"7206400","Open reduction of fracture of orbit and internal fixation"
"fracture",1,"72067","Packing of maxilla to correct blow-out fracture of orbit"
"fracture",1,"7206700","Packing of maxilla to correct blow-out fracture of orbit"
"fracture",1,"72068","Internal fixation of fracture of orbit"
"fracture",1,"7206800","Internal fixation of fracture of orbit"
"fracture",1,"74036","Outfracture of turbinates of nose"
"fracture",1,"7403600","Outfracture of turbinates of nose"
"fracture",1,"74039","Surgical outfracture of turbinate of nose"
"fracture",1,"7403900","Surgical outfracture of turbinate of nose"
"fracture",1,"14G8.","H/O: vertebral fracture"
"fracture",1,"14G8.00","H/O: vertebral fracture"
"fracture",1,"7J022","Elevation of depressed fracture of cranium"
"fracture",1,"7J02200","Elevation of depressed fracture of cranium"
"fracture",1,"7J023","Repair of fracture of cranium NEC"
"fracture",1,"7J02300","Repair of fracture of cranium NEC"
"fracture",1,"7J03.","Reduction of fracture of facial bone"
"fracture",1,"7J03.00","Reduction of fracture of facial bone"
"fracture",1,"7J030","Reduction of fracture of nasoethmoid complex of bones"
"fracture",1,"7J03000","Reduction of fracture of nasoethmoid complex of bones"
"fracture",1,"7J031","Reduction of fracture of nasal bones NEC  other"
