All clinical codes used by this project.
NB. This file is auto-generated.
Some clinical codes become garbled when opening csv files in MS Excel. This is because Excel attempts to convert them to a number. For example SNOMED codes above 11 digits appear in scientific notation format (1.03e11) while Read codes with a trailing decimal point such as '1371.' lose the '.' and becomes 1371
To get round this we provide the clinical codes in two columns:
- The [Code] column contains the raw values and can be used if this file is viewed in a text editor or processed by statistical software.
- The [ExcelCode] column behaves when opened in Excel and is to be used if the column needs to be copy/pasted

Name,Version,Terminology,Code,ExcelCode,Description
"dementia",1,"ctv3",1461.,"=""1461.""","H/O: dementia"
"dementia",1,"ctv3",A410.,A410.,"Kuru"
"dementia",1,"ctv3",A411.,A411.,"Creutzfeldt-Jakob disease"
"dementia",1,"ctv3",E00..,E00..,"Senile and presenile organic psychot conditions (& dementia)"
"dementia",1,"ctv3",E000.,E000.,"Uncomplicated senile dementia"
"dementia",1,"ctv3",E001.,E001.,"Presenile dementia"
"dementia",1,"ctv3",E0010,E0010,"Uncomplicated presenile dementia"
"dementia",1,"ctv3",E0011,E0011,"Presenile dementia with delirium"
"dementia",1,"ctv3",E0012,E0012,"Presenile dementia with paranoia"
"dementia",1,"ctv3",E0013,E0013,"Presenile dementia with depression"
"dementia",1,"ctv3",E001z,E001z,"Presenile dementia NOS"
"dementia",1,"ctv3",E002.,E002.,"Senile dementia with depressive or paranoid features"
"dementia",1,"ctv3",E0020,E0020,"Senile dementia with paranoia"
"dementia",1,"ctv3",E0021,E0021,"Senile dementia with depression"
"dementia",1,"ctv3",E002z,E002z,"Senile dementia with depressive or paranoid features NOS"
"dementia",1,"ctv3",E003.,E003.,"Senile dementia with delirium"
"dementia",1,"ctv3",E004.,E004.,"Arteriosclerotic dementia (including [multi infarct dement])"
"dementia",1,"ctv3",E0040,E0040,"Uncomplicated arteriosclerotic dementia"
"dementia",1,"ctv3",E0041,E0041,"Arteriosclerotic dementia with delirium"
"dementia",1,"ctv3",E0042,E0042,"Arteriosclerotic dementia with paranoia"
"dementia",1,"ctv3",E0043,E0043,"Arteriosclerotic dementia with depression"
"dementia",1,"ctv3",E004z,E004z,"Arteriosclerotic dementia NOS"
"dementia",1,"ctv3",E00y.,E00y.,"(Oth senile/presen org psychoses) or (presbyophren psychos)"
"dementia",1,"ctv3",E00z.,E00z.,"Senile or presenile psychoses NOS"
"dementia",1,"ctv3",E011.,E011.,"Korsakov psychosis"
"dementia",1,"ctv3",E0110,E0110,"Korsakov psychosis"
"dementia",1,"ctv3",E0111,E0111,"Korsakov's alcoholic psychosis with peripheral neuritis"
"dementia",1,"ctv3",E0112,E0112,"Wernicke-Korsakov syndrome"
"dementia",1,"ctv3",E011z,E011z,"Alcohol amnestic syndrome NOS"
"dementia",1,"ctv3",E012.,E012.,"Alcoholic dementia: [other] or [NOS]"
"dementia",1,"ctv3",E040.,E040.,"Korsakoff's syndrome - non-alcoholic"
"dementia",1,"ctv3",E041.,E041.,"Dementia in conditions EC"
"dementia",1,"ctv3",Eu00.,Eu00.,"[X]Dementia in Alzheimer's disease"
"dementia",1,"ctv3",Eu001,Eu001,"Dementia in Alzheimer's disease with late onset"
"dementia",1,"ctv3",Eu002,Eu002,"[X]Dementia in Alzheimer's dis, atypical or mixed type"
"dementia",1,"ctv3",Eu00z,Eu00z,"[X]Dementia in Alzheimer's disease, unspecified"
"dementia",1,"ctv3",Eu01.,Eu01.,"Vascular dementia"
"dementia",1,"ctv3",Eu011,Eu011,"[X]Dementia: [multi-infarct] or [predominantly cortical]"
"dementia",1,"ctv3",Eu01y,Eu01y,"[X]Other vascular dementia"
"dementia",1,"ctv3",Eu01z,Eu01z,"[X]Vascular dementia, unspecified"
"dementia",1,"ctv3",Eu02.,Eu02.,"[X]Dementia in other diseases classified elsewhere"
"dementia",1,"ctv3",Eu020,Eu020,"[X]Dementia in Pick's disease"
"dementia",1,"ctv3",Eu021,Eu021,"[X]Dementia in Creutzfeldt-Jakob disease"
"dementia",1,"ctv3",Eu022,Eu022,"[X]Dementia in Huntington's disease"
"dementia",1,"ctv3",Eu023,Eu023,"[X]Dementia in Parkinson's disease"
"dementia",1,"ctv3",Eu02y,Eu02y,"[X]Dementia in other specified diseases classif elsewhere"
"dementia",1,"ctv3",Eu02z,Eu02z,"[X] Dementia: [unspecified] or [named variants (& NOS)]"
"dementia",1,"ctv3",Eu041,Eu041,"[X]Delirium superimposed on dementia"
"dementia",1,"ctv3",F110.,F110.,"Alzheimer's disease"
"dementia",1,"ctv3",F1100,F1100,"Dementia in Alzheimer's disease with early onset"
"dementia",1,"ctv3",F1101,F1101,"Dementia in Alzheimer's disease with late onset"
"dementia",1,"ctv3",F111.,F111.,"Pick's disease"
"dementia",1,"ctv3",F11x7,F11x7,"Cerebral degeneration due to Creutzfeldt-Jakob disease"
"dementia",1,"ctv3",F11x8,F11x8,"Cerebral degeneration due to multifocal leucoencephalopathy"
"dementia",1,"ctv3",F21y2,F21y2,"Binswanger's disease"
"dementia",1,"ctv3",Fyu30,Fyu30,"[X]Other Alzheimer's disease"
"dementia",1,"ctv3",Ub1T6,Ub1T6,"Language disorder of dementia"
"dementia",1,"ctv3",X002m,X002m,"Amyotrophic lateral sclerosis with dementia"
"dementia",1,"ctv3",X002w,X002w,"Dementia"
"dementia",1,"ctv3",X002x,X002x,"Dementia in Alzheimer's disease with early onset"
"dementia",1,"ctv3",X002y,X002y,"Familial Alzheimer's disease of early onset"
"dementia",1,"ctv3",X002z,X002z,"Non-familial Alzheimer's disease of early onset"
"dementia",1,"ctv3",X0030,X0030,"Dementia in Alzheimer's disease with late onset"
"dementia",1,"ctv3",X0031,X0031,"Familial Alzheimer's disease of late onset"
"dementia",1,"ctv3",X0032,X0032,"Non-familial Alzheimer's disease of late onset"
"dementia",1,"ctv3",X0033,X0033,"Focal Alzheimer's disease"
"dementia",1,"ctv3",X0034,X0034,"Frontotemporal dementia"
"dementia",1,"ctv3",X0035,X0035,"Pick's disease with Pick bodies"
"dementia",1,"ctv3",X0036,X0036,"Pick's disease with Pick cells and no Pick bodies"
