id	name	active	notes
314010006	Diffuse exudative maculopathy co-occurrent and due to diabetes mellitus (disorder)	y	direct mapping
232021008	Proliferative diabetic retinopathy with new vessels on disc (disorder)	y	direct mapping
428274007	Dietary education for type II diabetes mellitus (procedure)	y	direct mapping
426705001	Diabetes mellitus co-occurrent and due to cystic fibrosis (disorder)	y	direct mapping
1065461000000100	Type 2 diabetes mellitus risk assessment invitation first letter (procedure)	y	direct mapping
190372001	Type I diabetes mellitus maturity onset (disorder)	y	direct mapping
857921000000103	Provision of written information about diabetes and driving (procedure)	y	direct mapping
48951005	Bullosis diabeticorum (disorder)	y	direct mapping
170778005	Annual diabetic blood test (regime/therapy)	y	direct mapping
1065471000000100	Type 2 diabetes mellitus risk assessment invitation second letter (procedure)	y	direct mapping
198501000000100	Diabetic 6 month review (regime/therapy)	y	direct mapping
1065481000000100	Type 2 diabetes mellitus risk assessment invitation third letter (procedure)	y	direct mapping
394681008	On examination - Left diabetic foot at moderate risk (finding)	y	direct mapping
367011000000100	Diabetic foot screen (regime/therapy)	y	direct mapping
417467000	Discharged from care of diabetes specialist nurse (finding)	y	direct mapping
923361000000106	Diabetic foot care education (procedure)	y	direct mapping
421986006	Persistent proteinuria associated with type II diabetes mellitus (disorder)	y	direct mapping
306531000000104	Expert patient education versus routine treatment diabetes structured education programme completed (situation)	y	direct mapping
73211009	Diabetes mellitus (disorder)	y	direct mapping
719566006	Diabetic on non-insulin injectable medication (finding)	y	direct mapping
308755006	Subcutaneous injection of insulin (procedure)	y	direct mapping
201961000000104	Referral to diabetic register (procedure)	y	direct mapping
422088007	Disorder of nervous system co-occurrent and due to diabetes mellitus (disorder)	y	direct mapping
415270003	Referral to diabetes structured education program (procedure)	y	direct mapping
894741000000107	Hypoglycaemic warning absent (disorder)	y	direct mapping
473209001	Diabetic erectile dysfunction review (regime/therapy)	y	direct mapping
422014003	Disorder due to type 2 diabetes mellitus (disorder)	y	direct mapping
170761001	Diabetic treatment changed (situation)	y	direct mapping
46635009	Diabetes mellitus type 1 (disorder)	y	direct mapping
170760000	Diabetic drug side effects (finding)	y	direct mapping
398140007	Somogyi phenomenon (disorder)	y	direct mapping
860981000000106	Referral to dose adjustment for normal eating diabetes structured education programme declined (situation)	y	direct mapping
193350004	Advanced maculopathy co-occurrent and due to diabetes mellitus (disorder)	y	direct mapping
407672007	Seen in diabetic foot clinic (finding)	y	direct mapping
983451000000106	Diabetic carbohydrate counting diet (finding)	y	direct mapping
