"diffuse-large-b-cell-lymphoma",1,"readv2","B627E","Diffuse large B-cell lymphoma"
"diffuse-large-b-cell-lymphoma",1,"readv2","B627E00","Diffuse large B-cell lymphoma"
"diffuse-large-b-cell-lymphoma",1,"readv2","BBgP.","[M]Malignant lymphoma mixed small and large cell diffuse"
"diffuse-large-b-cell-lymphoma",1,"readv2","BBgP.00","[M]Malignant lymphoma mixed small and large cell diffuse"
"diffuse-large-b-cell-lymphoma",1,"readv2","BBgR.","[M]Malignant lymphoma large cell diffuse NOS"
"diffuse-large-b-cell-lymphoma",1,"readv2","BBgR.00","[M]Malignant lymphoma large cell diffuse NOS"
"diffuse-large-b-cell-lymphoma",1,"readv2","BBgT.","[M]Malignant lymphoma large cell noncleaved diffuse"
"diffuse-large-b-cell-lymphoma",1,"readv2","BBgT.00","[M]Malignant lymphoma large cell noncleaved diffuse"
"diffuse-large-b-cell-lymphoma",1,"readv2","A7896","HIV disease resulting in Burkitts lymphoma"
"diffuse-large-b-cell-lymphoma",1,"readv2","A789600","HIV disease resulting in Burkitts lymphoma"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602.","Burkitts lymphoma"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602.00","Burkitts lymphoma"
"diffuse-large-b-cell-lymphoma",1,"readv2","B6020","Burkitts lymphoma of unspecified site"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602000","Burkitts lymphoma of unspecified site"
"diffuse-large-b-cell-lymphoma",1,"readv2","B6021","Burkitts lymphoma of lymph nodes of head face and neck"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602100","Burkitts lymphoma of lymph nodes of head face and neck"
"diffuse-large-b-cell-lymphoma",1,"readv2","B6022","Burkitts lymphoma of intrathoracic lymph nodes"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602200","Burkitts lymphoma of intrathoracic lymph nodes"
"diffuse-large-b-cell-lymphoma",1,"readv2","B6023","Burkitts lymphoma of intra-abdominal lymph nodes"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602300","Burkitts lymphoma of intra-abdominal lymph nodes"
"diffuse-large-b-cell-lymphoma",1,"readv2","B6024","Burkitts lymphoma of lymph nodes of axilla and upper limb"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602400","Burkitts lymphoma of lymph nodes of axilla and upper limb"
"diffuse-large-b-cell-lymphoma",1,"readv2","B6025","Burkitts lymphoma of lymph nodes of inguinal region and lower limb"
"diffuse-large-b-cell-lymphoma",1,"readv2","B602500","Burkitts lymphoma of lymph nodes of inguinal region and lower limb"
