id	name	active	notes
34781003	Vertebral artery syndrome (disorder)	y	direct mapping
64009001	Basilar artery syndrome (disorder)	y	direct mapping
230718007	Subarachnoid hemorrhage due to ruptured arteriovenous malformation (disorder)	y	direct mapping
237702003	Pituitary hemorrhage (disorder)	y	direct mapping
277325005	Ruptured aneurysm of posterior inferior cerebellar artery (disorder)	y	direct mapping
195200006	Carotid artery syndrome hemispheric (disorder)	y	direct mapping
230704000	Multi-infarct state (disorder)	y	direct mapping
195236009	Occlusion and stenosis of multiple and bilateral cerebral arteries (disorder)	y	direct mapping
270907008	Spontaneous intracranial subarachnoid hemorrhage (disorder)	y	direct mapping
230695002	Partial anterior cerebral circulation infarction (disorder)	y	direct mapping
195216008	Left sided cerebral hemisphere cerebrovascular accident (disorder)	y	direct mapping
230693009	Anterior cerebral circulation infarction (disorder)	y	direct mapping
231231000000107	Delivery of rehabilitation for stroke (regime/therapy)	y	direct mapping
275526006	History of cerebrovascular accident (situation)	y	direct mapping
195201005	Multiple and bilateral precerebral artery syndromes (disorder)	y	direct mapping
230694003	Total anterior cerebral circulation infarction (disorder)	y	direct mapping
195232006	Occlusion and stenosis of middle cerebral artery (disorder)	y	direct mapping
195234007	Occlusion and stenosis of posterior cerebral artery (disorder)	y	direct mapping
810991000000109	Stroke self-management plan review (procedure)	y	direct mapping
195160000	Intracranial subarachnoid hemorrhage from vertebral artery (disorder)	y	direct mapping
195189003	Cerebral infarction due to thrombosis of cerebral arteries (disorder)	y	direct mapping
206196005	Cerebral hemorrhage due to birth injury (disorder)	y	direct mapping
276219001	Occipital cerebral infarction (disorder)	y	direct mapping
195241001	Sequelae of intracerebral hemorrhage (disorder)	y	direct mapping
230700009	Pure sensory lacunar infarction (disorder)	y	direct mapping
240313004	Intracerebral hemorrhage in fetus or newborn (disorder)	y	direct mapping
277328007	Ruptured internal carotid-anterior communicating artery zone aneurysm (disorder)	y	direct mapping
195209007	Middle cerebral artery syndrome (disorder)	y	direct mapping
277319006	Ruptured aneurysm of posterior cerebral artery (disorder)	y	direct mapping
75543006	Cerebral embolism (disorder)	y	direct mapping
1386000	Intracranial hemorrhage (disorder)	y	direct mapping
