All clinical codes used by this project.
NB. This file is auto-generated.
Some clinical codes become garbled when opening csv files in MS Excel. This is because Excel attempts to convert them to a number. For example SNOMED codes above 11 digits appear in scientific notation format (1.03e11) while Read codes with a trailing decimal point such as '1371.' lose the '.' and becomes 1371
To get round this we provide the clinical codes in two columns:
- The [Code] column contains the raw values and can be used if this file is viewed in a text editor or processed by statistical software.
- The [ExcelCode] column behaves when opened in Excel and is to be used if the column needs to be copy/pasted

Name,Version,Terminology,Code,ExcelCode,Description
"bipolar",2,"ctv3",E11..,E11..,"Bipolar psychoses"
"bipolar",2,"ctv3",E1100,E1100,"""Single manic episode, unspecified"""
"bipolar",2,"ctv3",E1101,E1101,"""Single manic episode, mild"""
"bipolar",2,"ctv3",E1102,E1102,"""Single manic episode, moderate"""
"bipolar",2,"ctv3",E1103,E1103,"""Single manic episode, severe without mention of psychosis"""
"bipolar",2,"ctv3",E1104,E1104,"""Single manic episode, severe, with psychosis"""
"bipolar",2,"ctv3",E1105,E1105,"Single manic episode in partial or unspecified remission"
"bipolar",2,"ctv3",E1106,E1106,"Single manic episode in full remission"
"bipolar",2,"ctv3",E110z,E110z,"""Manic disorder, single episode NOS"""
"bipolar",2,"ctv3",E111.,E111.,"Recurrent manic episodes"
"bipolar",2,"ctv3",E1110,E1110,"""Recurrent manic episodes, unspecified"""
"bipolar",2,"ctv3",E1111,E1111,"""Recurrent manic episodes, mild"""
"bipolar",2,"ctv3",E1112,E1112,"""Recurrent manic episodes, moderate"""
"bipolar",2,"ctv3",E1113,E1113,"""Recurrent manic episodes, severe without mention of psychosis"""
"bipolar",2,"ctv3",E1114,E1114,"""Recurrent manic episodes, severe, with psychosis"""
"bipolar",2,"ctv3",E1115,E1115,"""Recurrent manic episodes, in partial or unspecified remission"""
"bipolar",2,"ctv3",E1116,E1116,"""Recurrent manic episodes, in full remission"""
"bipolar",2,"ctv3",E111z,E111z,"Recurrent manic episode NOS"
"bipolar",2,"ctv3",E114.,E114.,"""Bipolar affective disorder, current episode manic"""
"bipolar",2,"ctv3",E114.,E114.,"Manic-depressive - now manic"
"bipolar",2,"ctv3",E1140,E1140,"""Bipolar affective disorder, currently manic, unspecified"""
"bipolar",2,"ctv3",E1141,E1141,"""Bipolar affective disorder, currently manic, mild"""
"bipolar",2,"ctv3",E1142,E1142,"""Bipolar affective disorder, currently manic, moderate"""
"bipolar",2,"ctv3",E1143,E1143,"""Bipolar affect disord, currently manic, severe, no psychosis"""
"bipolar",2,"ctv3",E1144,E1144,"""Bipolar affective disorder, currently manic, severe, with psychosis"""
"bipolar",2,"ctv3",E1145,E1145,"""Bipolar affect disord,currently manic, part/unspec remission"""
"bipolar",2,"ctv3",E1146,E1146,"""Bipolar affective disorder, currently manic, full remission"""
"bipolar",2,"ctv3",E114z,E114z,"""Bipolar affective disorder, currently manic, NOS"""
"bipolar",2,"ctv3",E115.,E115.,"""Bipolar affective disorder, current episode depression"""
"bipolar",2,"ctv3",E1150,E1150,"""Bipolar affective disorder, currently depressed, unspecified"""
"bipolar",2,"ctv3",E1151,E1151,"""Bipolar affective disorder, currently depressed, mild"""
"bipolar",2,"ctv3",E1152,E1152,"""Bipolar affective disorder, currently depressed, moderate"""
"bipolar",2,"ctv3",E1153,E1153,"""Bipolar affective disorder, currently depressed, severe, without mention of psychosis"""
"bipolar",2,"ctv3",E1154,E1154,"""Bipolar affective disorder, currently depressed, severe, with psychosis"""
"bipolar",2,"ctv3",E1156,E1156,"""Bipolar affective disorder, now depressed, in full remission"""
"bipolar",2,"ctv3",E115z,E115z,"""Bipolar affective disorder, currently depressed, NOS"""
"bipolar",2,"ctv3",E116.,E116.,"Mixed bipolar affective disorder"
"bipolar",2,"ctv3",E1160,E1160,"""Mixed bipolar affective disorder, unspecified"""
