id	name	active	notes
197286002	Recurrent hepatitis (disorder)	y	direct mapping
235869004	Chronic viral hepatitis B with hepatitis D (disorder)	y	direct mapping
235899008	Hepatic sclerosis (disorder)	y	direct mapping
213231008	Hepatorenal syndrome as a complication of care (disorder)	y	direct mapping
17709002	Bleeding esophageal varices (disorder)	y	direct mapping
15999000	Mixed micro AND macronodular cirrhosis (disorder)	y	direct mapping
266470007	Cardiac portal cirrhosis (disorder)	y	direct mapping
186628001	Viral hepatitis C with coma (disorder)	y	direct mapping
12368000	Secondary biliary cirrhosis (disorder)	y	direct mapping
186639003	Chronic viral hepatitis B without delta-agent (disorder)	y	direct mapping
235212007	Balloon tamponade of esophagus using Sengstaken-Blakemore tube (procedure)	y	direct mapping
204782009	Atresia of hepatic ducts (disorder)	y	direct mapping
235898000	Pericellular fibrosis of congenital syphilis (disorder)	y	direct mapping
197303009	Bacterial portal cirrhosis (disorder)	y	direct mapping
173660005	Rigid esophagoscopy and injection sclerotherapy of varices (procedure)	y	direct mapping
408335007	Autoimmune hepatitis (disorder)	y	direct mapping
235897005	Hypoxia-associated cirrhosis (disorder)	y	direct mapping
174425003	Orthotopic liver transplant (procedure)	y	direct mapping
197360009	Toxic liver disease with chronic lobular hepatitis (disorder)	y	direct mapping
6183001	Indian childhood cirrhosis (disorder)	y	direct mapping
18027006	Transplantation of liver (procedure)	y	direct mapping
197368002	Hepatic granulomas in sarcoidosis (disorder)	y	direct mapping
197324004	Liver abscess and sequelae of chronic liver disease (disorder)	y	direct mapping
89580002	Cryptogenic cirrhosis (disorder)	y	direct mapping
41309000	Alcoholic liver damage (disorder)	y	direct mapping
204781002	Congenital absence of hepatic ducts (disorder)	y	direct mapping
19943007	Cirrhosis of liver (disorder)	y	direct mapping
10295004	Chronic viral hepatitis (disorder)	y	direct mapping
174426002	Heterotopic liver transplant (procedure)	y	direct mapping
235896001	Infectious cirrhosis (disorder)	y	direct mapping
197300007	Pipestem portal cirrhosis (disorder)	y	direct mapping
235911006	Liver transplant rejection (disorder)	y	direct mapping
197361008	Toxic liver disease with chronic active hepatitis (disorder)	y	direct mapping
419728003	Portal cirrhosis (disorder)	y	direct mapping
235886005	Chronic hepatic failure (disorder)	y	direct mapping
173639004	Fiberoptic esophagoscopy and injection sclerotherapy of varices (procedure)	y	direct mapping
307757001	Chronic alcoholic hepatitis (disorder)	y	direct mapping
67364009	Ligation of esophageal varices (procedure)	y	direct mapping
197301006	Toxic portal cirrhosis (disorder)	y	direct mapping
57339008	Chronic lobular hepatitis (disorder)	y	direct mapping
197275004	Subacute hepatic failure (disorder)	y	direct mapping
235880004	Alcoholic fibrosis and sclerosis of liver (disorder)	y	direct mapping
195476002	"Esophageal varices without bleeding, associated with another disorder (disorder)"	y	direct mapping
235895002	"Laennec's cirrhosis, non-alcoholic (disorder)"	y	direct mapping
235902006	Intrahepatic phlebosclerosis and fibrosis (disorder)	y	direct mapping
235912004	Liver transplant failure (disorder)	y	direct mapping
