All clinical codes used by this project.
NB. This file is auto-generated.
Some clinical codes become garbled when opening csv files in MS Excel. This is because Excel attempts to convert them to a number. For example SNOMED codes above 11 digits appear in scientific notation format (1.03e11) while Read codes with a trailing decimal point such as '1371.' lose the '.' and becomes 1371
To get round this we provide the clinical codes in two columns:
- The [Code] column contains the raw values and can be used if this file is viewed in a text editor or processed by statistical software.
- The [ExcelCode] column behaves when opened in Excel and is to be used if the column needs to be copy/pasted

Name,Version,Terminology,Code,ExcelCode,Description
"bmi",2,"ctv3",22K..,22K..,"Body Mass Index"
"bmi",2,"readv2",22K..00,22K..00,"Body Mass Index"
"bmi",2,"snomed",301331008,"=""301331008""","Finding of body mass index (finding)"
"pregnancy",1,"ctv3",13H7.,13H7.,"Unwanted: [pregnancy] or [child]"
"pregnancy",1,"ctv3",12G2.,12G2.,"FH: Diabetes in pregnancy"
"pregnancy",1,"ctv3",465Z.,465Z.,"Urine pregnancy test NOS"
"pregnancy",1,"ctv3",12G1.,12G1.,"FH: Raised B.P. in pregnancy"
"pregnancy",1,"ctv3",465..,"=""465..""","Urine pregnancy test"
"pregnancy",1,"ctv3",621..,"=""621..""","Patient currently pregnant"
"pregnancy",1,"ctv3",154Z.,154Z.,"Past pregnancy outcome NOS"
"pregnancy",1,"ctv3",445Z.,445Z.,"Serum pregnancy test NOS"
"pregnancy",1,"ctv3",154..,"=""154..""","Past: [pregnancy outcome] or [H/O: delivery]"
"pregnancy",1,"ctv3",445..,"=""445..""","Serum pregnancy test (B-HCG)"
"pregnancy",1,"ctv3",584D.,584D.,"Antenatal ultrasound confirms intrauterine pregnancy"
"pregnancy",1,"ctv3",13SZ.,13SZ.,"Pregnancy benefit NOS"
"pregnancy",1,"ctv3",67A..,67A..,"Pregnancy advice"
"pregnancy",1,"ctv3",62H3.,62H3.,"Rhesus screening - 1st pregnancy sample"
"pregnancy",1,"ctv3",621B.,621B.,"Pregnant - ? planned"
"pregnancy",1,"ctv3",624..,"=""624..""","A/N care: precious pregnancy"
"pregnancy",1,"ctv3",62...,"=""62...""","(Patient pregnant) or (pregnancy care [& antenatal])"
"pregnancy",1,"ctv3",8M6..,8M6..,"Requests pregnancy termination"
"pregnancy",1,"ctv3",584F.,584F.,"Antenatal scan unable to confirm pregnancy"
"pregnancy",1,"ctv3",584E.,584E.,"Antenatal ultrasound confirms ectopic pregnancy"
"pregnancy",1,"ctv3",67A7.,67A7.,"Pregnancy dental advice"
"pregnancy",1,"ctv3",67A5.,67A5.,"Pregnancy alcohol advice"
"pregnancy",1,"ctv3",676..,"=""676..""","Pre-pregnancy counselling"
"pregnancy",1,"ctv3",67A6.,67A6.,"Drugs in pregnancy advice"
"pregnancy",1,"ctv3",62H4.,62H4.,"Rhesus screening - 2nd pregnancy sample"
"pregnancy",1,"ctv3",L010.,L010.,"Blighted ovum"
"pregnancy",1,"ctv3",621A.,621A.,"Pregnancy unplanned ? wanted"
"pregnancy",1,"ctv3",67A2.,67A2.,"Dietary education for pregnancy"
"pregnancy",1,"ctv3",L0...,L0...,"Pregnancy with abortive outcome"
"pregnancy",1,"ctv3",L030.,L030.,"Abdominal pregnancy"
"pregnancy",1,"ctv3",8B74.,8B74.,"Iron supplement in pregnancy"
"pregnancy",1,"ctv3",L12z.,L12z.,"Unspecified hypertension complicating pregnancy, childbirth and the puerperium"
"pregnancy",1,"ctv3",67A3.,67A3.,"Pregnancy smoking advice"
"pregnancy",1,"ctv3",L03y1,L03y1,"Cornual pregnancy"
"pregnancy",1,"ctv3",67AB.,67AB.,"Pregnancy prescription exemption advice"
"pregnancy",1,"ctv3",67A4.,67A4.,"Pregnancy exercise advice"
"pregnancy",1,"ctv3",L031z,L031z,"Tubal pregnancy NOS"
"pregnancy",1,"ctv3",L0300,L0300,"Delivery of viable fetus in abdominal pregnancy"
"pregnancy",1,"ctv3",957..,"=""957..""","FW 8 - application for prescription exemption"
"pregnancy",1,"ctv3",L12z2,L12z2,"Unspecified hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication"
"pregnancy",1,"ctv3",8B68.,8B68.,"Pregnancy prophylactic therapy"
"pregnancy",1,"ctv3",L03yz,L03yz,"Other ectopic pregnancy NOS"
"pregnancy",1,"ctv3",67AZ.,67AZ.,"Pregnancy advice NOS"
"pregnancy",1,"ctv3",8H7W.,8H7W.,"Refer to TOP counselling"
