id	name	active	notes
195136004	Rheumatoid myocarditis (disorder)	y	direct mapping
7119001	Cutaneous lupus erythematosus (disorder)	y	direct mapping
95644001	Systemic lupus erythematosus encephalitis (disorder)	y	direct mapping
239795001	Rheumatoid arthritis with multisystem involvement (disorder)	y	direct mapping
201791009	Flare of rheumatoid arthritis (disorder)	y	direct mapping
200938002	Discoid lupus erythematosus (disorder)	y	direct mapping
307755009	Renal tubulo-interstitial disorder in systemic lupus erythematosus (disorder)	y	direct mapping
201796004	Systemic onset juvenile chronic arthritis (disorder)	y	direct mapping
882401000000000	Rheumatoid arthritis monitoring invitation first letter (procedure)	y	direct mapping
200956002	Psoriatic arthritis with spine involvement (disorder)	y	direct mapping
239813000	Psoriatic dactylitis (disorder)	y	direct mapping
882321000000000	Rheumatoid arthritis monitoring invitation (procedure)	y	direct mapping
200977004	Erythrodermic psoriasis (disorder)	y	direct mapping
238601002	Unstable psoriasis (disorder)	y	direct mapping
200966005	Psoriasis geographica (disorder)	y	direct mapping
11013005	"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class VI (disorder)"	y	direct mapping
201779000	Rheumatoid arthritis of ankle (disorder)	y	direct mapping
68815009	Systemic lupus erythematosus glomerulonephritis syndrome (disorder)	y	direct mapping
193178008	Polyneuropathy in disseminated lupus erythematosus (disorder)	y	direct mapping
76521009	"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class III (disorder)"	y	direct mapping
238612002	Generalized pustular psoriasis (disorder)	y	direct mapping
52042003	"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class V (disorder)"	y	direct mapping
200965009	Plaque psoriasis (disorder)	y	direct mapping
238600001	Flexural psoriasis (disorder)	y	direct mapping
201771002	Rheumatoid arthritis of wrist (disorder)	y	direct mapping
239888002	Lupus panniculitis (disorder)	y	direct mapping
200964008	Psoriasis diffusa (disorder)	y	direct mapping
9014002	Psoriasis (disorder)	y	direct mapping
239793008	Rheumatoid arthritis with organ / system involvement (disorder)	y	direct mapping
74391003	Pauciarticular juvenile rheumatoid arthritis (disorder)	y	direct mapping
200939005	Lupus erythematosus migrans (disorder)	y	direct mapping
239791005	Seropositive rheumatoid arthritis (disorder)	y	direct mapping
201764007	Rheumatoid arthritis of cervical spine (disorder)	y	direct mapping
239804002	Juvenile psoriatic arthritis without psoriasis (disorder)	y	direct mapping
19514005	Arthritis mutilans (disorder)	y	direct mapping
95609003	Neonatal lupus erythematosus (disorder)	y	direct mapping
239792003	Seronegative rheumatoid arthritis (disorder)	y	direct mapping
239891002	Subacute cutaneous lupus erythematosus (disorder)	y	direct mapping
10713006	Diffuse interstitial rheumatoid disease of lung (disorder)	y	direct mapping
882461000000000	Rheumatoid arthritis monitoring verbal invitation (procedure)	y	direct mapping
73286009	"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class I (disorder)"	y	direct mapping
238609000	Köbner psoriasis (disorder)	y	direct mapping
238926009	Lupus erythematosus and erythema multiforme-like syndrome (disorder)	y	direct mapping
57160007	Felty's syndrome (disorder)	y	direct mapping
201768005	Rheumatoid arthritis of acromioclavicular joint (disorder)	y	direct mapping
201766009	Rheumatoid arthritis of shoulder (disorder)	y	direct mapping
65539006	Impetigo herpetiformis (disorder)	y	direct mapping
882441000000000	Rheumatoid arthritis monitoring invitation third letter (procedure)	y	direct mapping
161567008	History of rheumatoid arthritis (situation)	y	direct mapping
239920006	Adult onset Still's disease (disorder)	y	direct mapping
200936003	Lupus erythematosus (disorder)	y	direct mapping
882481000000000	Rheumatoid arthritis monitoring telephone invitation (procedure)	y	direct mapping
1961000	Chronic polyarticular juvenile rheumatoid arthritis (disorder)	y	direct mapping
164456005	On examination - hands-rheumatoid spindling (finding)	y	direct mapping
55464009	Systemic lupus erythematosus (disorder)	y	direct mapping
201776007	Rheumatoid arthritis of sacroiliac joint (disorder)	y	direct mapping
156370009	Psoriatic arthritis (disorder)	y	direct mapping
410797009	Juvenile seronegative polyarthritis (disorder)	y	direct mapping
239098009	Acropustulosis of infancy (disorder)	y	direct mapping
37042000	Guttate psoriasis (disorder)	y	direct mapping
238602009	Psoriasis-eczema overlap condition (disorder)	y	direct mapping
238605006	Psoriatic nail dystrophy (disorder)	y	direct mapping
238613007	Generalized pustular psoriasis of pregnancy (disorder)	y	direct mapping
201781003	Rheumatoid arthritis of talonavicular joint (disorder)	y	direct mapping
238614001	Pustular psoriasis in children (disorder)	y	direct mapping
238604005	Psoriasis of nail (disorder)	y	direct mapping
400054000	Rheumatoid vasculitis (disorder)	y	direct mapping
239886003	Limited lupus erythematosus (disorder)	y	direct mapping
238611009	Lapiere type of psoriasis (disorder)	y	direct mapping
200967001	Psoriasis gyrata (disorder)	y	direct mapping
238927000	Chronic discoid lupus erythematosus (disorder)	y	direct mapping
398726004	Rheumatoid lung disease (disorder)	y	direct mapping
201770001	Rheumatoid arthritis of distal radioulnar joint (disorder)	y	direct mapping
201780002	Rheumatoid arthritis of subtalar joint (disorder)	y	direct mapping
201785007	Rheumatoid arthritis of interphalangeal joint of toe (disorder)	y	direct mapping
239943002	Necrotizing rheumatoid vasculitis (disorder)	y	direct mapping
309762007	Systemic lupus erythematosus with pericarditis (disorder)	y	direct mapping
75822003	Acute polyarticular juvenile rheumatoid arthritis (disorder)	y	direct mapping
201767000	Rheumatoid arthritis of sternoclavicular joint (disorder)	y	direct mapping
239941000	Nailfold rheumatoid vasculitis (disorder)	y	direct mapping
33339001	Psoriasis with arthropathy (disorder)	y	direct mapping
201799006	Monarticular juvenile rheumatoid arthritis (disorder)	y	direct mapping
9631008	Ankylosing spondylitis (disorder)	y	direct mapping
410795001	Juvenile rheumatoid arthritis (disorder)	y	direct mapping
15084002	Lupus erythematosus profundus (disorder)	y	direct mapping
28880005	Rheumatoid carditis (disorder)	y	direct mapping
1083080000000000	Rheumatoid arthritis monitoring invitation email (procedure)	y	direct mapping
200941006	Lupus erythematosus tumidus (disorder)	y	direct mapping
196138005	Lung disease with systemic lupus erythematosus (disorder)	y	direct mapping
275902004	Rheumatoid arthritis monitoring (regime/therapy)	y	direct mapping
238617008	Circinate and annular pustular psoriasis (disorder)	y	direct mapping
38360005	Generalized pustular psoriasis of von Zumbush (disorder)	y	direct mapping
287008006	Rheumatoid arthritis of ankle and/or foot (disorder)	y	direct mapping
193180002	Polyneuropathy in rheumatoid arthritis (disorder)	y	direct mapping
200942004	Lupus erythematosus unguium mutilans (disorder)	y	direct mapping
239802003	Juvenile psoriatic arthritis (disorder)	y	direct mapping
200968006	Psoriasis inveterata (disorder)	y	direct mapping
201773004	Rheumatoid arthritis of proximal interphalangeal joint of finger (disorder)	y	direct mapping
239812005	Psoriatic arthritis with distal interphalangeal joint involvement (disorder)	y	direct mapping
201783000	Rheumatoid arthritis of first metatarsophalangeal joint (disorder)	y	direct mapping
882421000000000	Rheumatoid arthritis monitoring invitation second letter (procedure)	y	direct mapping
238606007	Psoriatic nail pitting (disorder)	y	direct mapping
36402006	"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)"	y	direct mapping
238616004	Infantile pustular psoriasis (disorder)	y	direct mapping
69896004	Rheumatoid arthritis (disorder)	y	direct mapping
200971003	Psoriasis plantaris (disorder)	y	direct mapping
1067020000000000	Rheumatoid arthritis monitoring short message service text message third invitation (procedure)	y	direct mapping
239803008	Juvenile psoriatic arthritis with psoriasis (disorder)	y	direct mapping
